Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;1209;1;6045;126945;26/01/2019;18:19:00;Credit card;1209;4761904762;6045;82
828-46-6863;A;Yangon;Member;Male;Food and beverages;9853;6;29559;620739;23/01/2019;11:22:00;Credit card;59118;4761904762;29559;4
698-98-5964;A;Yangon;Normal;Female;Food and beverages;8121;10;40605;852705;17/01/2019;13:01:00;Credit card;8121;4761904762;40605;63
435-13-4908;A;Yangon;Member;Male;Fashion accessories;8668;8;34672;728112;24/01/2019;18:04:00;Credit card;69344;4761904762;34672;72
534-01-4457;A;Yangon;Normal;Male;Food and beverages;8171;6;24513;514773;27/01/2019;14:36:00;Credit card;49026;4761904762;24513;8
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;8921;9;401445;8430345;15/01/2019;15:42:00;Credit card;80289;4761904762;401445;65
882-40-4577;A;Yangon;Member;Male;Sports and travel;6726;4;13452;282492;19/01/2019;15:28:00;Credit card;26904;4761904762;13452;8
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;2152;6;6456;135576;17/01/2019;12:48:00;Credit card;12912;4761904762;6456;94
870-76-1733;A;Yangon;Member;Female;Food and beverages;1423;5;35575;747075;02/01/2019;10:08:00;Credit card;7115;4761904762;35575;44
366-93-0948;A;Yangon;Member;Male;Electronic accessories;6635;1;33175;696675;31/01/2019;10:46:00;Credit card;6635;4761904762;33175;97
105-31-1824;A;Yangon;Member;Male;Sports and travel;6952;7;24332;510972;02/01/2019;15:10:00;Credit card;48664;4761904762;24332;85
746-94-0204;A;Yangon;Normal;Male;Fashion accessories;8324;9;37458;786618;29/01/2019;11:56:00;Credit card;74916;4761904762;37458;74
700-81-1757;A;Yangon;Normal;Female;Electronic accessories;2631;5;65775;1381275;18/01/2019;20:59:00;Credit card;13155;4761904762;65775;88
329-62-1586;A;Yangon;Normal;Male;Food and beverages;5467;3;82005;1722105;21/01/2019;18:00:00;Credit card;16401;4761904762;82005;86
765-26-6951;A;Yangon;Normal;Male;Sports and travel;7261;6;21783;457443;01/01/2019;10:39:00;Credit card;43566;4761904762;21783;69
430-53-4718;B;Mandalay;Member;Male;Health and beauty;7537;8;30148;633108;28/01/2019;15:46:00;Credit card;60296;4761904762;30148;84
746-04-1077;B;Mandalay;Member;Female;Food and beverages;8463;10;42315;888615;01/01/2019;11:36:00;Credit card;8463;4761904762;42315;9
794-42-3736;B;Mandalay;Normal;Male;Food and beverages;3333;2;3333;69993;26/01/2019;14:41:00;Credit card;6666;4761904762;3333;64
624-01-8356;B;Mandalay;Normal;Female;Home and lifestyle;4901;10;24505;514605;27/01/2019;10:44:00;Credit card;4901;4761904762;24505;42
699-88-1972;B;Mandalay;Normal;Male;Health and beauty;9916;8;39664;832944;28/01/2019;17:47:00;Credit card;79328;4761904762;39664;42
222-42-0244;B;Mandalay;Member;Female;Health and beauty;7211;9;324495;6814395;28/01/2019;13:53:00;Credit card;64899;4761904762;324495;77
869-11-3082;B;Mandalay;Member;Male;Health and beauty;9616;4;19232;403872;27/01/2019;20:03:00;Credit card;38464;4761904762;19232;84
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle;9737;10;48685;1022385;15/01/2019;13:48:00;Credit card;9737;4761904762;48685;49
120-54-2248;B;Mandalay;Normal;Female;Food and beverages;2886;5;7215;151515;22/01/2019;18:08:00;Credit card;1443;4761904762;7215;8
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories;7213;10;36065;757365;31/01/2019;15:12:00;Credit card;7213;4761904762;36065;42
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;1748;6;5244;110124;18/01/2019;15:04:00;Credit card;10488;4761904762;5244;61
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;3481;1;17405;365505;14/01/2019;10:11:00;Credit card;3481;4761904762;17405;7
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;4062;2;4062;85302;17/01/2019;10:01:00;Credit card;8124;4761904762;4062;41
188-55-0967;B;Mandalay;Member;Male;Health and beauty;6647;10;33235;697935;15/01/2019;15:01:00;Credit card;6647;4761904762;33235;5
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;9459;7;331065;6952365;17/01/2019;15:27:00;Credit card;66213;4761904762;331065;49
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;1482;3;2223;46683;03/01/2019;11:30:00;Credit card;4446;4761904762;2223;87
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;1808;4;3616;75936;14/01/2019;18:03:00;Credit card;7232;4761904762;3616;95
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;7239;2;7239;152019;13/01/2019;19:55:00;Credit card;14478;4761904762;7239;81
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;3748;3;5622;118062;20/01/2019;13:45:00;Credit card;11244;4761904762;5622;77
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;3921;4;7842;164682;16/01/2019;20:03:00;Credit card;15684;4761904762;7842;9
347-72-6115;B;Mandalay;Member;Female;Sports and travel;9074;7;31759;666939;16/01/2019;18:03:00;Credit card;63518;4761904762;31759;62
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;8405;6;25215;529515;29/01/2019;10:48:00;Credit card;5043;4761904762;25215;77
390-80-5128;B;Mandalay;Member;Female;Health and beauty;1915;1;9575;201075;28/01/2019;17:58:00;Credit card;1915;4761904762;9575;95
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;6908;2;6908;145068;31/01/2019;19:48:00;Credit card;13816;4761904762;6908;69
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;2365;4;473;9933;30/01/2019;13:32:00;Credit card;946;4761904762;473;4
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;6096;2;6096;128016;25/01/2019;19:39:00;Credit card;12192;4761904762;6096;49
730-61-8757;B;Mandalay;Member;Male;Health and beauty;5113;4;10226;214746;25/01/2019;10:11:00;Credit card;20452;4761904762;10226;4
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;403;10;2015;42315;24/01/2019;17:37:00;Credit card;403;4761904762;2015;7
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;4851;7;169785;3565485;25/01/2019;13:30:00;Credit card;33957;4761904762;169785;52
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;7306;7;25571;536991;14/01/2019;19:06:00;Credit card;51142;4761904762;25571;42
608-27-6295;B;Mandalay;Member;Male;Electronic accessories;5289;6;15867;333207;19/01/2019;17:34:00;Credit card;31734;4761904762;15867;98
316-55-4634;B;Mandalay;Member;Male;Food and beverages;8005;5;200125;4202625;26/01/2019;12:45:00;Credit card;40025;4761904762;200125;94
784-08-0310;C;Naypyitaw;Member;Female;Food and beverages;2104;4;4208;88368;13/01/2019;13:58:00;Cash;8416;4761904762;4208;76
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories;4544;7;15904;333984;23/01/2019;11:15:00;Cash;31808;4761904762;15904;92
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;6087;1;30435;639135;24/01/2019;13:24:00;Cash;6087;4761904762;30435;55
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;9063;9;407835;8564535;18/01/2019;15:28:00;Cash;81567;4761904762;407835;51
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;526;9;2367;49707;16/01/2019;14:42:00;Cash;4734;4761904762;2367;76
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;7019;9;315855;6632955;25/01/2019;13:38:00;Cash;63171;4761904762;315855;67
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;1549;2;1549;32529;16/01/2019;15:10:00;Cash;3098;4761904762;1549;63
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;3685;5;92125;1934625;26/01/2019;18:53:00;Cash;18425;4761904762;92125;92
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;9024;6;27072;568512;27/01/2019;11:17:00;Cash;54144;4761904762;27072;62
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;6322;2;6322;132762;01/01/2019;15:51:00;Cash;12644;4761904762;6322;85
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;4657;10;23285;488985;27/01/2019;13:58:00;Cash;4657;4761904762;23285;76
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;8405;3;126075;2647575;23/01/2019;13:29:00;Cash;25215;4761904762;126075;98
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;1436;10;718;15078;27/01/2019;14:28:00;Cash;1436;4761904762;718;54
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;8925;8;357;7497;20/01/2019;10:13:00;Cash;714;4761904762;357;47
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;3942;1;1971;41391;18/01/2019;15:08:00;Cash;3942;4761904762;1971;84
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;8861;1;44305;930405;19/01/2019;10:21:00;Cash;8861;4761904762;44305;77
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;2375;9;106875;2244375;31/01/2019;12:02:00;Cash;21375;4761904762;106875;95
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;9326;9;41967;881307;16/01/2019;18:08:00;Cash;83934;4761904762;41967;88
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;7429;1;37145;780045;13/01/2019;19:30:00;Cash;7429;4761904762;37145;5
400-89-4171;C;Naypyitaw;Normal;Female;Sports and travel;8097;8;32388;680148;28/01/2019;13:05:00;Cash;64776;4761904762;32388;93
551-21-3069;C;Naypyitaw;Normal;Female;Electronic accessories;2307;9;103815;2180115;02/01/2019;11:27:00;Cash;20763;4761904762;103815;49
565-80-5980;C;Naypyitaw;Member;Female;Home and lifestyle;4738;4;9476;198996;23/01/2019;10:25:00;Cash;18952;4761904762;9476;71
756-01-7507;C;Naypyitaw;Normal;Female;Health and beauty;2038;5;5095;106995;22/01/2019;18:56:00;Cash;1019;4761904762;5095;6
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty;9996;7;34986;734706;23/01/2019;10:33:00;Cash;69972;4761904762;34986;61
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages;5959;4;11918;250278;19/01/2019;12:46:00;Cash;23836;4761904762;11918;98
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories;5587;10;27935;586635;15/01/2019;15:01:00;Cash;5587;4761904762;27935;58
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;6565;2;6565;137865;17/01/2019;16:46:00;Cash;1313;4761904762;6565;6
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;8123;7;284305;5970405;15/01/2019;20:44:00;Cash;56861;4761904762;284305;9
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;6898;1;3449;72429;21/01/2019;20:13:00;Cash;6898;4761904762;3449;48
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;6287;2;6287;132027;01/01/2019;11:43:00;Cash;12574;4761904762;6287;5
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;2296;1;1148;24108;30/01/2019;20:47:00;Cash;2296;4761904762;1148;43
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;1744;5;436;9156;15/01/2019;19:25:00;Cash;872;4761904762;436;81
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;4208;6;12624;265104;29/01/2019;12:25:00;Cash;25248;4761904762;12624;89
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;6141;7;214935;4513635;14/01/2019;10:02:00;Cash;42987;4761904762;214935;98
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages;3847;8;15388;323148;23/01/2019;11:51:00;Cash;30776;4761904762;15388;77
234-65-2137;C;Naypyitaw;Normal;Male;Home and lifestyle;9558;10;4779;100359;16/01/2019;13:32:00;Cash;9558;4761904762;4779;48
280-17-4359;C;Naypyitaw;Member;Male;Health and beauty;905;10;4525;95025;25/01/2019;13:48:00;Cash;905;4761904762;4525;81
189-98-2939;C;Naypyitaw;Normal;Male;Fashion accessories;7855;9;353475;7422975;03/01/2019;13:22:00;Cash;70695;4761904762;353475;72
452-04-8808;B;Mandalay;Normal;Male;Electronic accessories;8708;7;30478;640038;26/01/2019;15:17:00;Cash;60956;4761904762;30478;55
544-55-9589;B;Mandalay;Member;Female;Electronic accessories;2143;10;10715;225015;28/01/2019;11:51:00;Cash;2143;4761904762;10715;62
770-42-8960;B;Mandalay;Normal;Male;Food and beverages;2112;8;8448;177408;01/01/2019;19:31:00;Cash;16896;4761904762;8448;63
559-61-5987;B;Mandalay;Normal;Female;Health and beauty;1775;1;8875;186375;14/01/2019;10:38:00;Cash;1775;4761904762;8875;86
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;5581;6;16743;351603;22/01/2019;11:52:00;Cash;33486;4761904762;16743;99
135-13-8269;B;Mandalay;Member;Female;Food and beverages;7888;2;7888;165648;26/01/2019;16:04:00;Cash;15776;4761904762;7888;91
327-40-9673;B;Mandalay;Member;Male;Sports and travel;726;6;2178;45738;13/01/2019;19:51:00;Cash;4356;4761904762;2178;69
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;9322;3;13983;293643;24/01/2019;11:45:00;Cash;27966;4761904762;13983;72
343-61-3544;B;Mandalay;Member;Male;Sports and travel;2667;10;13335;280035;29/01/2019;11:48:00;Cash;2667;4761904762;13335;86
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;5154;5;12885;270585;26/01/2019;17:45:00;Cash;2577;4761904762;12885;42
401-18-8016;B;Mandalay;Member;Female;Sports and travel;9813;1;49065;1030365;21/01/2019;17:36:00;Cash;9813;4761904762;49065;89
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;7471;6;22413;470673;01/01/2019;19:07:00;Cash;44826;4761904762;22413;67
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;3795;10;18975;398475;26/01/2019;14:51:00;Cash;3795;4761904762;18975;97
525-88-7307;B;Mandalay;Member;Male;Sports and travel;7582;1;3791;79611;31/01/2019;13:19:00;Cash;7582;4761904762;3791;58
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;9969;5;249225;5233725;14/01/2019;12:09:00;Cash;49845;4761904762;249225;99
532-59-7201;B;Mandalay;Member;Male;Sports and travel;7993;6;23979;503559;31/01/2019;14:04:00;Cash;47958;4761904762;23979;55
110-48-7033;B;Mandalay;Member;Male;Fashion accessories;3262;4;6524;137004;29/01/2019;14:12:00;Cash;13048;4761904762;6524;9
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;8137;2;8137;170877;26/01/2019;19:28:00;Cash;16274;4761904762;8137;65
191-10-6171;B;Mandalay;Normal;Female;Fashion accessories;3962;7;13867;291207;25/01/2019;13:18:00;Cash;27734;4761904762;13867;75
149-71-6266;B;Mandalay;Member;Male;Sports and travel;7807;9;351315;7377615;28/01/2019;12:43:00;Cash;70263;4761904762;351315;45
145-94-9061;B;Mandalay;Normal;Female;Food and beverages;8836;5;2209;46389;25/01/2019;19:48:00;Cash;4418;4761904762;2209;96
299-46-1805;B;Mandalay;Member;Female;Sports and travel;9372;6;28116;590436;15/01/2019;16:19:00;Cash;56232;4761904762;28116;45
809-46-1866;A;Yangon;Normal;Male;Health and beauty;5815;4;1163;24423;23/01/2019;17:44:00;Cash;2326;4761904762;1163;84
865-41-9075;A;Yangon;Normal;Male;Food and beverages;1153;7;40355;847455;28/01/2019;17:35:00;Cash;8071;4761904762;40355;81
460-93-5834;A;Yangon;Normal;Male;Sports and travel;4558;7;15953;335013;13/01/2019;10:03:00;Cash;31906;4761904762;15953;5
166-19-2553;A;Yangon;Member;Male;Sports and travel;8906;6;26718;561078;18/01/2019;17:26:00;Cash;53436;4761904762;26718;99
316-66-3011;A;Yangon;Member;Female;Food and beverages;4763;9;214335;4501035;23/01/2019;12:35:00;Cash;42867;4761904762;214335;5
843-73-4724;A;Yangon;Normal;Male;Fashion accessories;741;1;3705;77805;25/01/2019;11:05:00;Cash;741;4761904762;3705;92
125-45-2293;A;Yangon;Normal;Female;Fashion accessories;991;6;2973;62433;19/01/2019;13:11:00;Cash;5946;4761904762;2973;42
896-34-0956;A;Yangon;Normal;Male;Fashion accessories;2132;1;1066;22386;26/01/2019;12:43:00;Cash;2132;4761904762;1066;59
237-44-6163;A;Yangon;Normal;Male;Electronic accessories;1056;8;4224;88704;24/01/2019;17:43:00;Cash;8448;4761904762;4224;76
778-34-2523;A;Yangon;Member;Female;Electronic accessories;4862;8;19448;408408;24/01/2019;10:57:00;Cash;38896;4761904762;19448;5
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;1143;6;3429;72009;15/01/2019;17:24:00;Cash;6858;4761904762;3429;77
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;8737;5;218425;4586925;29/01/2019;19:45:00;Cash;43685;4761904762;218425;66
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;6356;10;3178;66738;16/01/2019;17:59:00;Cash;6356;4761904762;3178;43
816-72-8853;A;Yangon;Member;Female;Sports and travel;2793;5;69825;1466325;29/01/2019;15:48:00;Cash;13965;4761904762;69825;59
443-82-0585;A;Yangon;Member;Female;Health and beauty;7768;4;15536;326256;02/01/2019;19:54:00;Cash;31072;4761904762;15536;84
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;6574;9;29583;621243;01/01/2019;13:55:00;Cash;59166;4761904762;29583;77
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;6606;6;19818;416178;23/01/2019;10:28:00;Cash;39636;4761904762;19818;73
340-21-9136;A;Yangon;Member;Female;Sports and travel;4005;4;801;16821;25/01/2019;11:40:00;Cash;1602;4761904762;801;97
187-83-5490;A;Yangon;Member;Male;Electronic accessories;2077;4;4154;87234;31/01/2019;13:47:00;Cash;8308;4761904762;4154;47
301-11-9629;A;Yangon;Normal;Female;Sports and travel;191;7;6685;140385;15/01/2019;10:43:00;Cash;1337;4761904762;6685;97
269-10-8440;A;Yangon;Member;Male;Health and beauty;5317;7;186095;3907995;21/01/2019;18:01:00;Cash;37219;4761904762;186095;89
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;7322;6;21966;461286;21/01/2019;17:44:00;Cash;43932;4761904762;21966;72
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;5169;7;180915;3799215;26/01/2019;18:22:00;Cash;36183;4761904762;180915;55
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;6001;4;12002;252042;25/01/2019;15:54:00;Cash;24004;4761904762;12002;45
316-68-6352;A;Yangon;Member;Female;Food and beverages;3636;2;3636;76356;21/01/2019;10:00:00;Cash;7272;4761904762;3636;71
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;1203;2;1203;25263;27/01/2019;15:51:00;Cash;2406;4761904762;1203;51
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;4759;8;19036;399756;01/01/2019;14:47:00;Cash;38072;4761904762;19036;57
796-32-9050;A;Yangon;Normal;Male;Food and beverages;5128;6;15384;323064;19/01/2019;16:31:00;Cash;30768;4761904762;15384;65
870-54-3162;A;Yangon;Normal;Female;Sports and travel;3225;5;80625;1693125;27/01/2019;13:26:00;Cash;16125;4761904762;80625;9
232-11-3025;A;Yangon;Normal;Male;Sports and travel;7877;10;39385;827085;24/01/2019;10:04:00;Cash;7877;4761904762;39385;64
817-48-8732;A;Yangon;Member;Female;Home and lifestyle;7235;10;36175;759675;20/01/2019;15:55:00;Cash;7235;4761904762;36175;54
233-67-5758;C;Naypyitaw;Normal;Male;Health and beauty;4035;1;20175;423675;29/01/2019;13:46:00;Ewallet;4035;4761904762;20175;62
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle;8572;3;12858;270018;24/01/2019;20:59:00;Ewallet;25716;4761904762;12858;51
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty;6408;7;22428;470988;20/01/2019;12:27:00;Ewallet;44856;4761904762;22428;76
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories;5613;4;11226;235746;19/01/2019;11:43:00;Ewallet;22452;4761904762;11226;86
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories;6074;7;21259;446439;18/01/2019;16:23:00;Ewallet;42518;4761904762;21259;5
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty;6282;2;6282;131922;17/01/2019;12:36:00;Ewallet;12564;4761904762;6282;49
176-78-1170;C;Naypyitaw;Member;Male;Health and beauty;3381;3;50715;1065015;26/01/2019;15:11:00;Ewallet;10143;4761904762;50715;73
658-66-3967;C;Naypyitaw;Normal;Male;Health and beauty;5319;7;186165;3909465;14/01/2019;15:42:00;Ewallet;37233;4761904762;186165;5
271-77-8740;C;Naypyitaw;Member;Female;Sports and travel;2922;6;8766;184086;01/01/2019;11:40:00;Ewallet;17532;4761904762;8766;5
189-55-2313;C;Naypyitaw;Normal;Female;Fashion accessories;6218;10;3109;65289;31/01/2019;10:33:00;Ewallet;6218;4761904762;3109;6
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;8487;3;127305;2673405;25/01/2019;18:30:00;Ewallet;25461;4761904762;127305;74
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;8483;1;42415;890715;14/01/2019;15:20:00;Ewallet;8483;4761904762;42415;88
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;5876;10;2938;61698;29/01/2019;14:26:00;Ewallet;5876;4761904762;2938;9
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;987;8;3948;82908;31/01/2019;10:36:00;Ewallet;7896;4761904762;3948;85
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;1562;8;6248;131208;20/01/2019;20:37:00;Ewallet;12496;4761904762;6248;91
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;8308;1;4154;87234;23/01/2019;17:16:00;Ewallet;8308;4761904762;4154;64
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;2424;7;8484;178164;27/01/2019;17:38:00;Ewallet;16968;4761904762;8484;94
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;3177;4;6354;133434;14/01/2019;14:43:00;Ewallet;12708;4761904762;6354;62
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;9852;10;4926;103446;30/01/2019;20:23:00;Ewallet;9852;4761904762;4926;45
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;8748;6;26244;551124;02/01/2019;18:43:00;Ewallet;52488;4761904762;26244;51
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;694;2;694;14574;27/01/2019;19:48:00;Ewallet;1388;4761904762;694;9
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;8377;6;25131;527751;23/01/2019;12:10:00;Ewallet;50262;4761904762;25131;54
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;8293;4;16586;348306;20/01/2019;16:51:00;Ewallet;33172;4761904762;16586;96
